payment_id,booking_id,payment_method,payment_status,amount
P00072265,B00080386,Visa,Success,20.48
P00072266,B00080387,Visa,Success,55.94
P00072267,B00080388,Visa,Success,24.26
P00072271,B00080392,Visa,Success,18.78
P00072273,B00080394,Cash,Success,34.82
P00072274,B00080395,Cash,Success,25.55
P00072275,B00080396,Paynow,Success,42.19
P00072277,B00080398,Cash,Success,20.06
P00072278,B00080399,Visa,Success,22.99
P00072280,B00080401,Mastercard,Success,35.39
P00072281,B00080402,Mastercard,Success,49.8
P00072282,B00080403,Paynow,Success,40.68
P00072283,B00080404,Mastercard,Success,53.93
P00072284,B00080405,Visa,Success,6.36
P00072287,B00080408,Visa,Success,21.62
P00072288,B00080409,Cash,Success,18.05
P00072292,B00080413,Paynow,Success,72.02
P00072293,B00080414,Visa,Success,26.48
P00072294,B00080415,Visa,Success,26.32
P00072295,B00080416,Cash,Success,57.02
P00072296,B00080417,Mastercard,Success,43.82
P00072297,B00080418,Cash,Success,46.41
P00072298,B00080419,Visa,Success,36.67
P00072299,B00080420,Cash,Success,15.04
P00072300,B00080421,Visa,Success,16.37
P00072301,B00080422,Paynow,Success,18.19
P00072302,B00080423,Visa,Success,13.39
P00072303,B00080424,Cash,Failed,51.31
P00072306,B00080427,Mastercard,Success,26.58
P00072308,B00080429,Cash,Success,31.57
P00072309,B00080431,Mastercard,Success,42.7
P00072310,B00080432,Mastercard,Success,24.14
P00072314,B00080439,Mastercard,Success,44.04
P00072316,B00080441,Paynow,Success,45.29
P00072317,B00080442,Mastercard,Success,37.98
P00072319,B00080445,Visa,Success,24.55
P00072321,B00080447,Paynow,Refunded,12.43
P00072323,B00080449,Cash,Success,19.78
P00072325,B00080451,Cash,Success,30.32
P00072327,B00080453,Mastercard,Success,17.86
P00072329,B00080456,Visa,Success,45.91
P00072330,B00080457,Visa,Success,37.44
P00072331,B00080458,Visa,Success,26.12
P00072332,B00080459,Cash,Success,38.97
P00072333,B00080460,Paynow,Success,21.1
P00072334,B00080461,Mastercard,Success,53.3
P00072335,B00080462,Cash,Success,41.01
P00072339,B00080467,Paynow,Success,19.87
P00072340,B00080468,Paynow,Success,20.71
P00072342,B00080470,Visa,Success,17.58
P00072345,B00080473,Visa,Success,13.46
P00072346,B00080474,Paynow,Success,33.44
P00072348,B00080476,Mastercard,Success,38.81
P00072349,B00080477,Cash,Success,49.1
P00072350,B00080478,Mastercard,Refunded,31.78
P00072352,B00080480,Paynow,Success,32.04
P00072353,B00080481,Paynow,Success,30.64
P00072354,B00080482,Visa,Success,11.71
P00072361,B00080490,Cash,Success,30.01
P00072363,B00080492,Paynow,Success,36.69
P00072370,B00080500,Paynow,Success,44.53
P00072371,B00080501,Paynow,Success,46.63
P00072372,B00080503,Visa,Success,38.5
P00072373,B00080504,Cash,Success,25.32
P00072374,B00080505,Mastercard,Success,35.71
P00072375,B00080506,Paynow,Success,27.19
P00072377,B00080508,Cash,Success,19.18
P00072378,B00080509,Visa,Success,14.26
P00072381,B00080512,Mastercard,Success,40.61
P00072382,B00080513,Visa,Success,9.49
P00072385,B00080517,Cash,Success,25.08
P00072386,B00080518,Mastercard,Success,54.76
P00072387,B00080519,Mastercard,Success,39.4
P00072388,B00080520,Visa,Success,30.89
P00072389,B00080521,Cash,Success,11.69
P00072390,B00080522,Mastercard,Success,6.96
P00072393,B00080525,Visa,Success,28.02
P00072396,B00080529,Paynow,Success,13.32
P00072397,B00080530,Cash,Success,37.28
P00072399,B00080533,Visa,Success,18.76
P00072401,B00080535,Mastercard,Success,55.53
P00072404,B00080539,Cash,Success,42.13
P00072405,B00080540,Mastercard,Success,20.35
P00072408,B00080543,Cash,Success,19.05
P00072409,B00080544,Paynow,Success,33.98
P00072410,B00080545,Cash,Success,19.28
P00072413,B00080548,Visa,Success,21.26
P00072416,B00080551,Visa,Success,36.95
P00072418,B00080553,Cash,Success,49.0
P00072420,B00080555,Visa,Success,30.72
P00072421,B00080556,Paynow,Success,38.12
P00072422,B00080557,Mastercard,Success,22.56
P00072423,B00080558,Paynow,Success,30.36
P00072424,B00080559,Cash,Success,68.62
P00072425,B00080560,Visa,Failed,45.6
P00072428,B00080563,Paynow,Success,52.8
P00072436,B00080572,Cash,Success,30.85
P00072440,B00080576,Cash,Success,77.88
P00072442,B00080578,Mastercard,Success,47.18
P00072443,B00080579,Mastercard,Success,47.25
P00072444,B00080580,Mastercard,Success,10.68
P00072451,B00080588,Visa,Success,43.13
P00072452,B00080589,Visa,Success,23.54
P00072453,B00080590,Mastercard,Success,14.2
P00072456,B00080593,Visa,Success,10.68
P00072458,B00080596,Paynow,Success,29.38
P00072459,B00080597,Cash,Success,46.06
P00072460,B00080598,Cash,Success,19.34
P00072465,B00080604,Mastercard,Success,15.71
P00072466,B00080605,Cash,Success,10.77
P00072467,B00080606,Visa,Success,36.54
P00072468,B00080607,Visa,Success,39.38
P00072475,B00080615,Cash,Success,24.4
P00072477,B00080617,Visa,Success,31.34
P00072479,B00080619,Visa,Success,52.46
P00072484,B00080625,Visa,Success,15.65
P00072485,B00080626,Cash,Success,24.46
P00072488,B00080630,Visa,Success,62.95
P00072489,B00080631,Visa,Success,12.78
P00072490,B00080632,Mastercard,Success,33.05
P00072491,B00080633,Mastercard,Success,24.0
P00072493,B00080636,Cash,Success,44.15
P00072494,B00080637,Cash,Success,46.94
P00072495,B00080638,Mastercard,Success,27.58
P00072497,B00080640,Visa,Success,5.72
P00072498,B00080641,Paynow,Success,35.32
P00072503,B00080647,Mastercard,Success,28.2
P00072504,B00080648,Mastercard,Success,19.84
P00072507,B00080651,Cash,Success,11.56
P00072508,B00080652,Paynow,Success,26.48
P00072510,B00080654,Visa,Success,18.71
P00072512,B00080656,Cash,Success,45.94
P00072513,B00080657,Cash,Success,18.03
P00072515,B00080660,Cash,Success,46.41
P00072516,B00080661,Cash,Success,57.22
P00072519,B00080664,Cash,Success,44.54
P00072520,B00080665,Visa,Success,20.52
P00072523,B00080668,Mastercard,Success,59.78
P00072524,B00080669,Paynow,Failed,38.84
P00072527,B00080673,Visa,Success,39.89
P00072528,B00080674,Mastercard,Success,39.35
P00072531,B00080680,Visa,Success,7.27
P00072533,B00080682,Cash,Success,16.55
P00072535,B00080684,Visa,Success,46.49
P00072537,B00080686,Mastercard,Success,34.7
P00072538,B00080687,Cash,Success,29.88
P00072539,B00080688,Cash,Success,38.2
P00072540,B00080689,Cash,Success,8.8
P00072541,B00080690,Cash,Success,33.7
P00072543,B00080692,Cash,Failed,22.28
P00072544,B00080693,Mastercard,Success,23.62
P00072548,B00080697,Mastercard,Success,28.3
P00072549,B00080698,Cash,Success,74.14
P00072552,B00080701,Paynow,Success,34.24
P00072553,B00080702,Mastercard,Success,23.89
P00072554,B00080703,Cash,Success,7.43
P00072556,B00080705,Mastercard,Success,43.25
P00072558,B00080707,Paynow,Success,37.68
P00072559,B00080708,Mastercard,Success,38.3
P00072560,B00080709,Mastercard,Success,54.89
P00072561,B00080710,Visa,Success,30.12
P00072562,B00080711,Visa,Success,33.36
P00072563,B00080712,Mastercard,Success,22.61
P00072565,B00080714,Cash,Success,19.49
P00072567,B00080717,Visa,Success,57.14
P00072571,B00080723,Mastercard,Success,27.0
P00072578,B00080733,Cash,Success,32.46
P00072579,B00080734,Visa,Success,53.89
P00072581,B00080736,Paynow,Success,24.19
P00072582,B00080738,Paynow,Success,32.5
P00072583,B00080739,Mastercard,Success,50.69
P00072585,B00080741,Paynow,Success,13.0
P00072587,B00080743,Cash,Success,9.03
P00072588,B00080744,Paynow,Success,29.57
P00072590,B00080746,Paynow,Success,14.89
P00072591,B00080747,Cash,Success,46.82
P00072595,B00080752,Visa,Success,16.67
P00072597,B00080754,Mastercard,Success,37.6
P00072602,B00080760,Paynow,Success,61.1
P00072603,B00080761,Paynow,Success,20.02
P00072606,B00080764,Cash,Success,20.38
P00072607,B00080765,Visa,Success,24.22
P00072609,B00080767,Visa,Success,57.48
P00072610,B00080768,Mastercard,Success,13.14
P00072611,B00080769,Paynow,Success,48.02
P00072612,B00080772,Cash,Success,55.58
P00072615,B00080775,Mastercard,Failed,58.5
P00072616,B00080776,Mastercard,Success,37.56
P00072617,B00080777,Visa,Success,27.69
P00072620,B00080780,Paynow,Success,24.55
P00072621,B00080781,Mastercard,Success,29.02
P00072622,B00080782,Mastercard,Success,51.98
P00072623,B00080783,Paynow,Success,32.71
P00072624,B00080784,Visa,Success,11.5
P00072626,B00080786,Paynow,Success,10.33
P00072628,B00080789,Cash,Success,15.77
P00072629,B00080790,Cash,Success,50.09
P00072630,B00080791,Cash,Success,54.34
P00072631,B00080792,Mastercard,Success,22.33
P00072632,B00080793,Cash,Success,40.72
P00072634,B00080795,Visa,Success,11.56
P00072635,B00080796,Cash,Success,43.09
P00072636,B00080797,Paynow,Success,17.68
P00072638,B00080799,Paynow,Success,12.6
P00072644,B00080806,Paynow,Success,58.78
P00072646,B00080808,Cash,Success,24.24
P00072647,B00080810,Paynow,Success,14.04
P00072648,B00080811,Visa,Success,20.06
P00072649,B00080812,Cash,Success,71.98
P00072650,B00080813,Cash,Success,7.46
P00072654,B00080817,Mastercard,Success,58.25
P00072655,B00080818,Visa,Success,22.98
P00072658,B00080821,Mastercard,Success,22.85
P00072661,B00080824,Mastercard,Failed,27.49
P00072662,B00080825,Mastercard,Success,47.93
P00072664,B00080827,Paynow,Success,7.45
P00072665,B00080828,Visa,Success,28.42
P00072668,B00080832,Cash,Success,48.14
P00072669,B00080833,Mastercard,Success,11.38
P00072670,B00080834,Mastercard,Success,26.52
P00072671,B00080835,Visa,Success,37.21
P00072674,B00080838,Mastercard,Success,54.11
P00072677,B00080842,Visa,Success,76.39
P00072679,B00080845,Visa,Success,17.02
P00072681,B00080847,Paynow,Success,30.61
P00072683,B00080849,Cash,Success,42.51
P00072684,B00080850,Mastercard,Success,45.55
P00072685,B00080851,Visa,Success,22.65
P00072688,B00080854,Mastercard,Success,47.45
P00072690,B00080856,Mastercard,Success,17.92
P00072691,B00080857,Cash,Success,73.22
P00072692,B00080858,Visa,Success,11.2
P00072695,B00080861,Cash,Success,37.71
P00072696,B00080862,Visa,Failed,49.1
P00072698,B00080864,Cash,Success,48.29
P00072703,B00080870,Paynow,Success,6.75
P00072704,B00080871,Paynow,Success,24.78
P00072705,B00080872,Visa,Success,20.21
P00072707,B00080874,Mastercard,Success,15.55
P00072709,B00080876,Visa,Success,62.11
P00072711,B00080878,Visa,Success,54.77
P00072712,B00080879,Cash,Success,45.94
P00072714,B00080881,Paynow,Success,60.5
P00072715,B00080882,Cash,Success,29.59
P00072717,B00080884,Cash,Success,31.55
P00072718,B00080885,Paynow,Success,34.38
P00072720,B00080887,Cash,Success,37.13
P00072724,B00080892,Paynow,Success,26.04
P00072725,B00080893,Mastercard,Success,16.45
P00072726,B00080894,Cash,Success,15.91
P00072732,B00080903,Visa,Success,21.94
P00072736,B00080907,Paynow,Success,10.12
P00072737,B00080908,Mastercard,Success,20.43
P00072739,B00080910,Cash,Success,12.98
P00072742,B00080913,Paynow,Success,21.41
P00072743,B00080914,Paynow,Success,18.37
P00072744,B00080915,Mastercard,Success,71.14
P00072745,B00080916,Paynow,Success,34.4
P00072749,B00080920,Mastercard,Success,37.89
P00072750,B00080921,Paynow,Success,18.46
P00072751,B00080922,Paynow,Success,65.04
P00072755,B00080926,Paynow,Success,25.67
P00072756,B00080927,Cash,Success,39.74
P00072757,B00080928,Cash,Success,26.55
P00072758,B00080929,Paynow,Success,35.93
P00072759,B00080930,Cash,Success,31.87
P00072760,B00080931,Visa,Success,33.72
P00072762,B00080933,Paynow,Success,24.17
P00072764,B00080935,Visa,Success,43.4
P00072767,B00080938,Paynow,Success,28.57
P00072768,B00080939,Mastercard,Success,49.18
P00072770,B00080941,Cash,Success,12.78
P00072773,B00080946,Visa,Success,65.11
P00072774,B00080947,Paynow,Success,20.68
P00072776,B00080949,Visa,Refunded,30.17
P00072779,B00080952,Visa,Success,26.41
P00072780,B00080953,Visa,Success,16.93
P00072783,B00080957,Visa,Success,16.68
P00072784,B00080958,Mastercard,Success,54.99
P00072785,B00080960,Paynow,Success,45.34
P00072787,B00080962,Cash,Success,51.58
P00072789,B00080964,Mastercard,Failed,30.0
P00072790,B00080965,Paynow,Success,6.7
P00072792,B00080968,Mastercard,Success,47.35
P00072794,B00080970,Cash,Success,32.64
P00072795,B00080971,Cash,Success,43.42
P00072796,B00080972,Mastercard,Success,60.96
P00072802,B00080978,Visa,Success,26.74
P00072804,B00080980,Cash,Refunded,41.94
P00072807,B00080983,Visa,Success,18.34
P00072810,B00080986,Visa,Success,26.92
P00072811,B00080987,Cash,Success,22.4
P00072813,B00080989,Mastercard,Success,37.63
P00072814,B00080990,Cash,Success,13.05
P00072815,B00080991,Cash,Success,41.18
P00072816,B00080992,Visa,Success,7.44
P00072817,B00080993,Mastercard,Success,26.15
P00072819,B00080995,Mastercard,Failed,29.59
P00072822,B00080999,Cash,Failed,11.78
P00072823,B00081000,Cash,Success,30.16
P00072826,B00081004,Paynow,Success,21.41
P00072828,B00081006,Mastercard,Success,27.16
P00072831,B00081009,Mastercard,Success,16.27
P00072832,B00081010,Cash,Success,33.29
P00072833,B00081012,Cash,Success,12.96
P00072837,B00081016,Cash,Success,48.96
P00072839,B00081018,Paynow,Success,41.3
P00072841,B00081020,Mastercard,Success,54.36
P00072842,B00081021,Mastercard,Success,23.98
P00072843,B00081022,Visa,Success,23.64
P00072844,B00081023,Cash,Failed,19.18
P00072845,B00081024,Paynow,Success,25.74
P00072846,B00081025,Visa,Success,30.06
P00072851,B00081030,Cash,Success,61.13
P00072852,B00081031,Mastercard,Success,22.31
P00072853,B00081033,Mastercard,Success,20.82
P00072854,B00081034,Visa,Success,22.23
P00072855,B00081035,Visa,Success,24.44
P00072857,B00081037,Mastercard,Success,16.26
P00072858,B00081038,Visa,Success,69.29
P00072860,B00081040,Mastercard,Success,30.51
P00072861,B00081041,Mastercard,Success,14.76
P00072864,B00081044,Visa,Success,49.01
P00072867,B00081048,Mastercard,Success,55.17
P00072871,B00081055,Mastercard,Success,14.11
P00072872,B00081056,Paynow,Success,20.61
P00072873,B00081057,Mastercard,Success,13.06
P00072874,B00081058,Mastercard,Success,29.93
P00072875,B00081059,Cash,Refunded,37.9
P00072876,B00081060,Mastercard,Success,47.52
P00072877,B00081061,Visa,Success,30.99
P00072879,B00081063,Cash,Success,25.93
P00072882,B00081066,Paynow,Success,51.72
P00072884,B00081068,Mastercard,Success,38.16
P00072885,B00081069,Mastercard,Success,5.69
P00072886,B00081070,Mastercard,Success,17.04
P00072888,B00081072,Visa,Success,43.78
P00072889,B00081073,Visa,Success,15.36
P00072893,B00081078,Cash,Success,70.1
P00072895,B00081080,Mastercard,Success,18.81
P00072897,B00081082,Paynow,Success,22.32
P00072903,B00081089,Mastercard,Success,36.06
P00072904,B00081090,Paynow,Success,32.86
P00072907,B00081094,Visa,Success,5.44
P00072908,B00081095,Paynow,Success,15.68
P00072909,B00081096,Visa,Success,20.05
P00072910,B00081097,Cash,Success,10.45
P00072912,B00081099,Cash,Success,23.35
P00072913,B00081100,Visa,Success,31.94
P00072914,B00081101,Paynow,Success,7.93
P00072918,B00081105,Paynow,Success,27.74
P00072920,B00081107,Paynow,Success,17.78
P00072922,B00081109,Cash,Success,48.13
P00072926,B00081113,Paynow,Success,16.99
P00072927,B00081114,Paynow,Success,32.02
P00072928,B00081115,Visa,Success,65.64
P00072929,B00081116,Visa,Success,22.02
P00072930,B00081117,Mastercard,Success,22.72
P00072934,B00081121,Visa,Success,50.74
P00072936,B00081123,Cash,Success,21.49
P00072939,B00081126,Visa,Success,28.2
P00072941,B00081128,Mastercard,Success,41.11
P00072948,B00081136,Cash,Success,21.89
P00072951,B00081139,Visa,Success,19.53
P00072952,B00081140,Cash,Success,51.12
P00072954,B00081142,Visa,Success,41.88
P00072957,B00081145,Cash,Success,48.35
P00072958,B00081146,Mastercard,Success,60.91
P00072960,B00081148,Visa,Success,35.81
P00072961,B00081149,Paynow,Success,22.14
P00072962,B00081150,Paynow,Success,7.98
P00072963,B00081151,Paynow,Success,49.37
P00072965,B00081154,Mastercard,Success,17.27
P00072967,B00081156,Cash,Success,74.62
P00072969,B00081158,Visa,Success,32.73
P00072970,B00081159,Visa,Success,13.09
P00072972,B00081161,Visa,Success,21.67
P00072978,B00081167,Visa,Success,7.44
P00072980,B00081170,Paynow,Success,47.59
P00072982,B00081172,Mastercard,Success,45.1
P00072987,B00081177,Mastercard,Success,58.85
P00072988,B00081178,Visa,Success,39.61
P00072989,B00081179,Mastercard,Success,6.48
P00072990,B00081180,Cash,Success,14.54
P00072991,B00081181,Paynow,Success,35.96
P00072992,B00081182,Visa,Success,24.57
P00072993,B00081184,Paynow,Success,20.42
P00072994,B00081185,Paynow,Success,26.46
P00072995,B00081186,Mastercard,Success,30.0
P00072997,B00081188,Cash,Success,17.54
P00072998,B00081189,Paynow,Success,22.02
P00072999,B00081190,Mastercard,Success,13.05
P00073000,B00081191,Visa,Success,46.64
P00073003,B00081194,Mastercard,Success,12.28
P00073004,B00081195,Paynow,Success,72.46
P00073005,B00081196,Mastercard,Success,38.0
P00073007,B00081198,Mastercard,Success,46.08
P00073009,B00081200,Cash,Success,52.07
P00073010,B00081201,Paynow,Refunded,23.81
P00073012,B00081205,Mastercard,Success,30.06
P00073014,B00081207,Paynow,Success,19.17
P00073019,B00081213,Cash,Success,51.66
P00073020,B00081214,Paynow,Success,41.3
P00073021,B00081215,Paynow,Success,44.33
P00073022,B00081216,Cash,Success,29.49
P00073023,B00081217,Paynow,Success,35.02
P00073024,B00081218,Visa,Success,24.1
P00073026,B00081220,Visa,Success,52.74
P00073031,B00081225,Visa,Success,32.38
P00073032,B00081226,Visa,Failed,19.12
P00073034,B00081228,Cash,Success,32.71
P00073038,B00081233,Cash,Success,38.51
P00073040,B00081235,Paynow,Success,28.5
P00073042,B00081237,Paynow,Success,17.04
P00073043,B00081238,Cash,Success,64.27
P00073045,B00081240,Paynow,Success,41.24
P00073047,B00081242,Visa,Success,32.9
P00073048,B00081243,Cash,Success,11.4
P00073049,B00081244,Cash,Success,27.16
P00073053,B00081248,Paynow,Success,44.95
P00073054,B00081249,Paynow,Success,23.62
P00073055,B00081250,Visa,Success,36.3
P00073058,B00081253,Cash,Success,13.13
P00073059,B00081254,Paynow,Success,47.04
P00073062,B00081259,Visa,Success,34.61
P00073064,B00081261,Paynow,Success,8.44
P00073067,B00081264,Mastercard,Success,10.38
P00073069,B00081266,Cash,Success,27.59
P00073074,B00081271,Visa,Success,19.51
P00073075,B00081272,Cash,Failed,47.7
P00073076,B00081273,Mastercard,Success,8.82
P00073077,B00081275,Paynow,Success,15.15
P00073080,B00081278,Visa,Failed,18.58
P00073082,B00081280,Mastercard,Success,72.65
P00073085,B00081283,Visa,Success,14.93
P00073086,B00081284,Visa,Success,37.92
P00073087,B00081285,Cash,Success,7.93
P00073088,B00081286,Cash,Success,8.16
P00073089,B00081287,Mastercard,Success,48.31
P00073097,B00081295,Paynow,Success,39.92
P00073100,B00081298,Visa,Success,15.0
P00073101,B00081299,Paynow,Success,9.68
P00073102,B00081300,Paynow,Success,19.8
P00073105,B00081303,Paynow,Success,21.64
P00073106,B00081304,Cash,Success,7.33
P00073110,B00081308,Cash,Success,49.27
P00073112,B00081312,Paynow,Success,37.99
P00073113,B00081313,Paynow,Success,32.54
P00073115,B00081315,Mastercard,Success,19.1
P00073116,B00081316,Mastercard,Success,13.2
P00073118,B00081318,Paynow,Success,30.53
P00073121,B00081321,Visa,Success,40.68
P00073123,B00081323,Cash,Success,61.44
P00073124,B00081324,Mastercard,Success,31.9
P00073126,B00081326,Mastercard,Success,35.98
P00073127,B00081327,Visa,Success,46.27
P00073128,B00081328,Paynow,Success,28.34
P00073129,B00081329,Cash,Success,59.88
P00073131,B00081331,Paynow,Success,13.03
P00073132,B00081332,Mastercard,Success,7.14
P00073133,B00081333,Visa,Success,24.5
P00073134,B00081334,Paynow,Success,36.04
P00073136,B00081337,Visa,Success,9.86
P00073137,B00081338,Paynow,Success,45.59
P00073138,B00081339,Visa,Success,18.72
P00073139,B00081340,Paynow,Success,59.71
P00073140,B00081343,Mastercard,Success,10.67
P00073142,B00081345,Visa,Success,23.54
P00073144,B00081349,Cash,Success,41.82
P00073146,B00081351,Mastercard,Success,21.41
P00073148,B00081353,Cash,Success,31.66
P00073153,B00081359,Cash,Success,8.34
P00073156,B00081362,Mastercard,Success,12.1
P00073158,B00081364,Paynow,Success,46.67
P00073159,B00081365,Visa,Success,51.67
P00073160,B00081366,Paynow,Success,25.24
P00073162,B00081368,Cash,Success,66.29
P00073164,B00081370,Cash,Success,27.16
P00073165,B00081371,Mastercard,Success,70.32
P00073168,B00081374,Cash,Success,46.7
P00073169,B00081375,Mastercard,Success,22.66
P00073170,B00081376,Paynow,Success,26.28
P00073173,B00081379,Cash,Success,21.21
P00073175,B00081381,Mastercard,Success,30.26
P00073176,B00081382,Paynow,Success,40.62
P00073179,B00081385,Cash,Failed,15.48
P00073184,B00081392,Paynow,Success,45.2
P00073188,B00081396,Visa,Success,45.58
P00073192,B00081400,Mastercard,Success,16.15
P00073193,B00081401,Cash,Success,77.98
P00073195,B00081404,Mastercard,Failed,28.25
P00073198,B00081407,Visa,Success,76.49
P00073200,B00081409,Visa,Success,44.96
P00073203,B00081412,Cash,Success,30.66
P00073207,B00081417,Mastercard,Success,57.44
P00073208,B00081418,Paynow,Success,40.58
P00073210,B00081420,Paynow,Success,76.58
P00073211,B00081421,Paynow,Success,37.34
P00073213,B00081424,Paynow,Success,29.42
P00073214,B00081425,Cash,Success,37.34
P00073217,B00081428,Cash,Success,24.15
P00073218,B00081429,Mastercard,Success,31.45
P00073223,B00081434,Cash,Success,54.07
P00073224,B00081435,Mastercard,Success,16.33
P00073225,B00081436,Visa,Success,5.84
P00073227,B00081438,Paynow,Success,17.37
P00073228,B00081439,Visa,Success,26.08
P00073230,B00081441,Paynow,Success,11.57
P00073232,B00081443,Visa,Success,27.32
P00073233,B00081444,Visa,Success,19.76
P00073236,B00081448,Cash,Success,33.79
P00073238,B00081452,Paynow,Success,50.81
P00073241,B00081455,Cash,Success,33.41
P00073245,B00081459,Visa,Success,23.15
P00073246,B00081460,Paynow,Success,29.25
P00073247,B00081461,Paynow,Success,21.9
P00073253,B00081467,Mastercard,Success,53.24
P00073254,B00081468,Mastercard,Success,10.51
P00073255,B00081470,Mastercard,Success,21.08
P00073257,B00081472,Mastercard,Success,21.14
P00073259,B00081474,Paynow,Success,35.81
P00073260,B00081476,Paynow,Success,22.42
P00073261,B00081477,Visa,Success,39.79
P00073263,B00081480,Mastercard,Success,50.81
P00073265,B00081482,Visa,Success,26.41
P00073267,B00081484,Paynow,Success,11.69
P00073268,B00081485,Mastercard,Success,11.16
P00073269,B00081486,Cash,Success,26.89
P00073272,B00081489,Mastercard,Success,31.39
P00073274,B00081491,Cash,Success,73.99
P00073276,B00081493,Mastercard,Success,28.49
P00073277,B00081494,Mastercard,Success,32.92
P00073278,B00081495,Paynow,Success,31.25
P00073280,B00081498,Visa,Refunded,20.86
P00073281,B00081499,Cash,Success,6.88
P00073283,B00081501,Visa,Success,49.86
P00073285,B00081504,Mastercard,Success,20.94
P00073286,B00081505,Mastercard,Success,41.53
P00073288,B00081507,Mastercard,Success,44.98
P00073290,B00081509,Cash,Success,34.72
P00073292,B00081511,Mastercard,Success,12.0
P00073293,B00081512,Visa,Failed,38.57
P00073294,B00081513,Visa,Success,76.51
P00073295,B00081514,Visa,Success,47.88
P00073296,B00081515,Mastercard,Success,71.18
P00073311,B00081533,Mastercard,Success,46.38
P00073316,B00081538,Visa,Success,28.22
P00073318,B00081540,Mastercard,Success,18.61
P00073319,B00081541,Visa,Success,23.68
P00073320,B00081542,Visa,Success,33.16
P00073323,B00081545,Cash,Success,15.64
P00073324,B00081546,Visa,Success,28.57
P00073326,B00081549,Visa,Success,35.42
P00073328,B00081551,Visa,Success,45.01
P00073329,B00081552,Visa,Success,53.05
P00073331,B00081554,Paynow,Success,60.94
P00073334,B00081557,Visa,Success,49.93
P00073336,B00081559,Visa,Success,13.68
P00073337,B00081560,Mastercard,Success,72.05
P00073341,B00081564,Paynow,Success,17.8
P00073343,B00081566,Paynow,Success,25.03
P00073344,B00081567,Cash,Success,5.54
P00073346,B00081569,Cash,Success,16.24
P00073347,B00081571,Visa,Success,15.47
P00073348,B00081572,Visa,Success,57.22
P00073350,B00081574,Cash,Success,46.87
P00073354,B00081578,Visa,Success,15.55
P00073356,B00081580,Cash,Success,30.38
P00073357,B00081581,Cash,Success,77.59
P00073361,B00081585,Visa,Success,52.13
P00073362,B00081586,Paynow,Success,39.24
P00073364,B00081588,Cash,Success,45.02
P00073365,B00081589,Mastercard,Success,15.51
P00073366,B00081590,Paynow,Success,55.94
P00073367,B00081591,Paynow,Success,32.63
P00073368,B00081592,Cash,Success,16.4
P00073370,B00081595,Cash,Success,57.58
P00073373,B00081598,Visa,Success,43.73
P00073374,B00081599,Mastercard,Success,36.4
P00073376,B00081601,Visa,Success,9.76
P00073380,B00081605,Visa,Success,32.33
P00073382,B00081607,Visa,Success,7.45
P00073383,B00081608,Paynow,Success,31.39
P00073384,B00081609,Visa,Success,19.28
P00073387,B00081612,Mastercard,Success,45.29
P00073388,B00081613,Mastercard,Success,30.96
P00073391,B00081616,Cash,Success,21.48
P00073393,B00081618,Visa,Success,31.74
P00073395,B00081620,Visa,Refunded,46.34
P00073397,B00081622,Mastercard,Success,27.55
P00073398,B00081623,Visa,Failed,21.89
P00073401,B00081626,Cash,Success,16.45
P00073404,B00081629,Paynow,Failed,38.95
P00073405,B00081631,Cash,Success,9.38
P00073406,B00081632,Mastercard,Success,55.94
P00073410,B00081636,Visa,Success,40.63
P00073413,B00081639,Visa,Success,38.46
P00073415,B00081641,Mastercard,Success,11.98
P00073416,B00081642,Visa,Success,27.56
P00073419,B00081645,Cash,Success,17.26
P00073420,B00081646,Cash,Success,43.29
P00073421,B00081647,Mastercard,Success,25.66
P00073423,B00081649,Visa,Success,47.98
P00073424,B00081650,Cash,Success,38.51
P00073425,B00081651,Paynow,Success,30.49
P00073427,B00081653,Cash,Success,68.95
P00073432,B00081659,Mastercard,Success,12.08
P00073433,B00081660,Mastercard,Success,31.74
P00073434,B00081661,Mastercard,Success,42.14
P00073435,B00081663,Mastercard,Success,42.84
P00073436,B00081664,Paynow,Success,40.71
P00073439,B00081668,Visa,Success,21.74
P00073441,B00081670,Mastercard,Success,61.97
P00073443,B00081673,Visa,Success,36.65
P00073445,B00081675,Visa,Success,32.94
P00073448,B00081678,Paynow,Success,19.67
P00073451,B00081681,Cash,Success,11.92
P00073452,B00081682,Paynow,Success,15.5
P00073454,B00081684,Cash,Success,63.98
P00073455,B00081685,Cash,Success,43.83
P00073456,B00081686,Mastercard,Success,7.32
P00073457,B00081687,Mastercard,Success,57.46
P00073458,B00081688,Paynow,Success,27.77
P00073459,B00081689,Cash,Success,23.82
P00073460,B00081690,Cash,Success,25.73
P00073463,B00081693,Mastercard,Success,25.99
P00073465,B00081695,Visa,Success,7.72
P00073466,B00081697,Paynow,Success,34.59
P00073468,B00081699,Cash,Success,27.5
P00073474,B00081709,Cash,Success,30.25
P00073475,B00081710,Cash,Success,15.68
P00073476,B00081711,Cash,Success,34.98
P00073478,B00081713,Cash,Failed,51.68
P00073481,B00081716,Visa,Success,34.7
P00073482,B00081717,Mastercard,Success,48.24
P00073486,B00081722,Cash,Success,6.52
P00073487,B00081723,Mastercard,Success,38.92
P00073489,B00081726,Mastercard,Success,31.41
P00073490,B00081727,Cash,Success,30.23
P00073491,B00081728,Visa,Success,38.52
P00073497,B00081734,Cash,Success,25.02
