payment_id,booking_id,payment_method,payment_status,amount
P00003508,B00003910,Visa,Success,20.2
P00003509,B00003912,Visa,Success,32.44
P00003516,B00003919,Mastercard,Success,34.87
P00003521,B00003924,Mastercard,Success,55.66
P00003523,B00003926,Cash,Success,12.26
P00003524,B00003927,Visa,Success,25.88
P00003526,B00003930,Visa,Success,34.22
P00003527,B00003931,Mastercard,Success,34.91
P00003531,B00003936,Visa,Success,14.81
P00003539,B00003944,Cash,Failed,26.76
P00003540,B00003945,PayNow,Success,27.01
P00003541,B00003946,Visa,Success,74.38
P00003542,B00003947,Cash,Success,41.16
P00003546,B00003951,Cash,Success,35.54
P00003547,B00003952,Cash,Success,43.66
P00003548,B00003953,Visa,Success,31.01
P00003549,B00003954,Visa,Success,16.27
P00003555,B00003960,Cash,Success,34.4
P00003557,B00003962,PayNow,Refunded,22.97
P00003559,B00003964,PayNow,Success,61.56
P00003565,B00003973,Cash,Failed,47.56
P00003566,B00003975,PayNow,Success,18.07
P00003569,B00003978,Mastercard,Success,22.48
P00003570,B00003979,Mastercard,Success,23.6
P00003573,B00003982,Mastercard,Success,22.99
P00003575,B00003986,Visa,Success,55.93
P00003582,B00003993,Cash,Success,59.5
P00003583,B00003995,Visa,Success,30.56
P00003585,B00003997,Cash,Success,30.86
P00003588,B00004001,Mastercard,Success,32.27
P00003592,B00004005,Mastercard,Success,27.09
P00003593,B00004006,Visa,Success,29.56
P00003594,B00004007,PayNow,Success,25.97
P00003595,B00004008,Mastercard,Success,42.02
P00003598,B00004012,Mastercard,Success,24.61
P00003599,B00004013,Cash,Success,17.17
P00003601,B00004016,Mastercard,Success,29.33
P00003602,B00004017,PayNow,Success,21.94
P00003603,B00004018,Visa,Success,34.83
P00003604,B00004019,Visa,Success,39.46
P00003608,B00004023,Visa,Success,19.93
P00003610,B00004025,PayNow,Success,23.18
P00003612,B00004027,Mastercard,Success,32.92
P00003613,B00004028,Mastercard,Success,15.46
P00003615,B00004030,Cash,Success,22.06
P00003616,B00004031,Mastercard,Success,37.76
P00003617,B00004033,Visa,Success,11.39
P00003621,B00004037,PayNow,Success,56.95
P00003623,B00004039,PayNow,Success,22.81
P00003624,B00004041,Cash,Success,22.61
P00003626,B00004044,PayNow,Success,22.9
P00003630,B00004048,Mastercard,Success,51.73
P00003631,B00004049,Visa,Success,53.55
P00003633,B00004051,PayNow,Success,68.69
P00003635,B00004053,PayNow,Success,10.21
P00003637,B00004055,Cash,Success,66.53
P00003639,B00004058,Cash,Success,27.95
P00003640,B00004060,PayNow,Success,34.61
P00003643,B00004063,Visa,Success,77.26
P00003644,B00004064,Cash,Success,7.99
P00003646,B00004066,Cash,Success,17.87
P00003647,B00004067,Visa,Success,44.74
P00003648,B00004068,Cash,Success,20.16
P00003649,B00004069,Mastercard,Success,28.08
P00003650,B00004070,PayNow,Success,11.06
P00003653,B00004073,Cash,Success,36.67
P00003658,B00004078,Mastercard,Success,14.52
P00003659,B00004079,Mastercard,Success,52.15
P00003663,B00004083,Cash,Success,15.95
P00003664,B00004084,Cash,Success,12.85
P00003666,B00004086,Visa,Success,16.65
P00003668,B00004088,Cash,Success,68.06
P00003670,B00004091,Mastercard,Success,51.58
P00003671,B00004092,Visa,Success,62.78
P00003672,B00004093,Cash,Success,16.21
P00003673,B00004094,Mastercard,Success,23.18
P00003677,B00004099,Visa,Success,26.23
P00003678,B00004100,Cash,Success,18.65
P00003680,B00004102,Cash,Success,26.93
P00003683,B00004105,Visa,Success,37.48
P00003684,B00004106,Cash,Success,18.55
P00003687,B00004113,Cash,Success,32.85
P00003688,B00004114,Visa,Success,15.09
P00003691,B00004117,Cash,Success,25.13
P00003693,B00004119,Mastercard,Success,15.16
P00003696,B00004122,PayNow,Success,47.3
P00003697,B00004123,Visa,Success,12.85
P00003699,B00004126,Mastercard,Success,54.61
P00003700,B00004127,Visa,Success,72.38
P00003701,B00004128,Visa,Success,56.86
P00003706,B00004133,Mastercard,Success,32.33
P00003707,B00004134,Cash,Success,13.71
P00003708,B00004138,Visa,Success,31.69
P00003709,B00004139,Cash,Success,15.61
P00003710,B00004140,Visa,Failed,6.38
P00003711,B00004141,Cash,Success,7.69
P00003715,B00004145,Cash,Success,76.7
P00003718,B00004148,PayNow,Success,14.23
P00003719,B00004149,PayNow,Success,7.72
P00003722,B00004152,PayNow,Success,35.23
P00003723,B00004153,Visa,Success,12.07
P00003724,B00004154,PayNow,Success,22.0
P00003725,B00004155,PayNow,Success,23.57
P00003726,B00004156,Visa,Success,21.89
P00003727,B00004157,Cash,Success,42.1
P00003729,B00004159,Visa,Success,24.98
P00003731,B00004161,Cash,Success,66.14
P00003736,B00004166,Cash,Success,17.09
P00003738,B00004168,Visa,Refunded,75.77
P00003745,B00004175,Cash,Success,13.41
P00003746,B00004176,PayNow,Success,9.41
P00003753,B00004183,Mastercard,Success,10.76
P00003756,B00004186,Mastercard,Success,24.8
P00003758,B00004188,Mastercard,Success,15.54
P00003760,B00004191,Mastercard,Success,13.8
P00003764,B00004195,Cash,Success,41.67
P00003766,B00004197,Cash,Success,67.78
P00003768,B00004199,Visa,Success,28.2
P00003769,B00004200,Visa,Success,24.13
P00003772,B00004203,Visa,Success,24.84
P00003776,B00004209,Visa,Success,10.09
P00003777,B00004211,Visa,Success,42.32
P00003780,B00004214,Mastercard,Success,61.54
P00003781,B00004215,Visa,Success,29.2
P00003782,B00004217,Mastercard,Success,25.36
P00003783,B00004218,Visa,Success,61.54
P00003787,B00004223,PayNow,Success,7.85
P00003788,B00004224,Mastercard,Success,43.37
P00003789,B00004226,PayNow,Success,55.42
P00003790,B00004227,PayNow,Success,24.31
P00003792,B00004229,Mastercard,Success,9.29
P00003794,B00004233,Visa,Success,22.46
P00003795,B00004234,Mastercard,Success,28.57
P00003796,B00004235,PayNow,Success,17.12
P00003797,B00004236,Mastercard,Success,25.08
P00003801,B00004244,PayNow,Success,42.0
P00003802,B00004245,Mastercard,Success,24.84
P00003805,B00004250,PayNow,Success,30.04
P00003807,B00004252,Visa,Success,13.85
P00003810,B00004255,Visa,Success,14.83
P00003811,B00004256,Mastercard,Success,9.24
P00003813,B00004258,Visa,Success,10.92
P00003814,B00004259,Visa,Success,32.33
P00003815,B00004261,Cash,Success,26.27
P00003819,B00004267,Mastercard,Success,66.19
P00003820,B00004268,Cash,Refunded,10.66
P00003821,B00004269,Cash,Success,12.2
P00003822,B00004270,Mastercard,Success,50.29
P00003823,B00004271,Visa,Success,30.26
P00003824,B00004272,PayNow,Success,44.11
P00003826,B00004274,Mastercard,Success,16.22
P00003827,B00004275,Mastercard,Success,19.02
P00003829,B00004277,Cash,Success,30.55
P00003831,B00004279,Visa,Success,38.72
P00003834,B00004282,PayNow,Success,27.94
P00003835,B00004283,Mastercard,Success,48.31
P00003837,B00004285,Mastercard,Success,9.4
P00003840,B00004288,Mastercard,Success,42.42
P00003843,B00004291,PayNow,Success,50.98
P00003847,B00004295,PayNow,Success,41.89
P00003848,B00004296,Cash,Success,22.07
P00003849,B00004297,Mastercard,Failed,10.3
P00003850,B00004298,Visa,Success,65.98
P00003853,B00004302,PayNow,Success,40.14
P00003856,B00004305,PayNow,Success,13.59
P00003857,B00004306,Cash,Success,25.56
P00003858,B00004308,Mastercard,Success,21.14
P00003861,B00004311,Cash,Success,44.29
P00003863,B00004313,Mastercard,Success,16.4
P00003864,B00004314,Mastercard,Success,67.92
P00003866,B00004316,PayNow,Success,39.19
P00003875,B00004325,Mastercard,Success,57.35
P00003879,B00004329,Cash,Success,52.09
P00003882,B00004332,Visa,Success,38.16
P00003883,B00004334,Mastercard,Success,16.32
P00003884,B00004335,Visa,Success,11.9
P00003886,B00004337,Cash,Success,33.79
P00003887,B00004338,Mastercard,Success,25.51
P00003889,B00004340,PayNow,Success,32.11
P00003890,B00004342,Visa,Success,14.43
P00003891,B00004343,Visa,Success,12.97
P00003895,B00004347,Mastercard,Success,40.59
P00003896,B00004348,Visa,Success,31.06
P00003897,B00004349,Mastercard,Success,29.02
P00003898,B00004350,Cash,Success,16.79
P00003900,B00004353,Mastercard,Success,37.64
P00003902,B00004355,PayNow,Success,28.37
P00003903,B00004357,Mastercard,Success,34.13
P00003908,B00004362,Mastercard,Success,30.29
P00003911,B00004365,Cash,Success,31.77
P00003917,B00004371,PayNow,Success,36.01
P00003918,B00004372,PayNow,Success,19.51
P00003920,B00004374,Cash,Success,41.62
P00003921,B00004375,Cash,Success,33.39
P00003923,B00004377,Mastercard,Refunded,55.13
P00003924,B00004378,Visa,Success,50.54
P00003926,B00004380,Mastercard,Success,26.35
P00003927,B00004382,Visa,Success,33.46
P00003931,B00004386,Cash,Success,37.39
P00003934,B00004389,Cash,Success,67.18
P00003935,B00004390,Visa,Success,52.87
P00003937,B00004392,PayNow,Success,27.26
P00003939,B00004394,Visa,Success,55.48
P00003940,B00004395,Mastercard,Success,41.73
P00003941,B00004396,Cash,Success,8.05
P00003942,B00004397,Visa,Success,35.86
P00003944,B00004399,Cash,Success,17.38
P00003947,B00004403,Mastercard,Success,38.76
P00003948,B00004405,PayNow,Success,40.72
P00003950,B00004407,Cash,Success,11.49
P00003953,B00004413,Mastercard,Success,69.41
P00003954,B00004414,Cash,Success,19.96
P00003955,B00004415,Cash,Success,13.82
P00003959,B00004420,Cash,Success,33.89
P00003960,B00004421,PayNow,Success,42.3
P00003962,B00004424,Visa,Success,62.57
P00003963,B00004425,PayNow,Refunded,8.83
P00003965,B00004427,Mastercard,Success,38.29
P00003966,B00004429,Cash,Refunded,33.05
P00003967,B00004430,Mastercard,Success,20.68
P00003968,B00004431,Visa,Success,21.77
P00003973,B00004436,Mastercard,Success,15.17
P00003974,B00004437,Visa,Success,29.28
P00003975,B00004438,Mastercard,Success,63.07
P00003977,B00004440,PayNow,Success,27.61
P00003978,B00004442,Mastercard,Success,33.36
P00003979,B00004443,Cash,Success,9.88
P00003982,B00004446,Cash,Success,18.05
P00003984,B00004448,Mastercard,Success,45.56
P00003985,B00004449,Visa,Success,20.9
P00003986,B00004450,PayNow,Success,43.27
P00003988,B00004452,PayNow,Success,7.76
P00003990,B00004454,Mastercard,Success,12.56
P00003993,B00004457,Mastercard,Success,13.32
P00003998,B00004463,Cash,Success,35.27
P00003999,B00004464,PayNow,Success,33.25
P00004000,B00004465,PayNow,Success,16.69
P00004001,B00004466,Visa,Success,21.11
P00004003,B00004468,Cash,Success,74.81
P00004005,B00004470,Visa,Success,24.39
P00004013,B00004478,Visa,Success,28.58
P00004014,B00004479,PayNow,Success,68.14
P00004015,B00004480,PayNow,Success,57.02
P00004019,B00004484,PayNow,Success,41.4
P00004020,B00004485,PayNow,Success,37.18
P00004021,B00004486,Visa,Success,26.26
P00004025,B00004493,Cash,Success,14.15
P00004027,B00004495,Visa,Success,19.15
P00004030,B00004498,PayNow,Success,62.9
P00004031,B00004499,Cash,Success,55.1
P00004032,B00004500,PayNow,Success,53.81
P00004035,B00004504,Mastercard,Success,16.56
P00004036,B00004505,PayNow,Success,39.18
P00004037,B00004506,Mastercard,Success,25.9
P00004039,B00004508,PayNow,Success,67.68
P00004040,B00004509,Mastercard,Failed,36.6
P00004041,B00004510,PayNow,Success,38.41
P00004043,B00004512,Cash,Success,54.13
P00004048,B00004517,Cash,Success,24.01
P00004051,B00004521,PayNow,Success,12.83
P00004054,B00004524,Visa,Success,37.24
P00004056,B00004527,Cash,Success,14.44
P00004057,B00004528,Visa,Success,6.22
P00004060,B00004531,Visa,Success,37.25
P00004061,B00004532,Visa,Failed,28.32
P00004069,B00004543,Visa,Failed,21.94
P00004071,B00004545,PayNow,Success,24.61
P00004073,B00004547,Visa,Success,9.23
P00004076,B00004551,Visa,Success,21.46
P00004078,B00004554,PayNow,Success,41.6
P00004080,B00004556,Mastercard,Success,9.88
P00004086,B00004562,Mastercard,Success,36.72
P00004089,B00004566,Visa,Success,43.92
P00004091,B00004568,Cash,Success,23.4
P00004092,B00004572,Mastercard,Success,36.02
P00004093,B00004573,Cash,Success,37.12
P00004095,B00004575,Mastercard,Success,55.4
P00004098,B00004578,PayNow,Success,56.64
P00004099,B00004579,PayNow,Success,7.55
P00004102,B00004584,Cash,Success,41.59
P00004108,B00004590,Mastercard,Success,52.8
P00004113,B00004595,Visa,Success,46.66
P00004123,B00004608,Visa,Success,42.26
P00004127,B00004612,PayNow,Success,14.78
P00004128,B00004613,Visa,Success,28.73
P00004129,B00004615,PayNow,Success,10.74
P00004131,B00004617,Mastercard,Success,30.36
P00004133,B00004619,PayNow,Success,20.29
P00004134,B00004620,PayNow,Success,14.06
P00004135,B00004621,Mastercard,Success,48.83
P00004138,B00004624,Cash,Success,47.33
P00004139,B00004625,PayNow,Success,55.04
P00004140,B00004626,PayNow,Success,32.0
P00004144,B00004630,Cash,Success,24.35
P00004146,B00004632,PayNow,Success,21.89
P00004152,B00004638,PayNow,Success,35.11
P00004153,B00004640,Visa,Success,24.48
P00004155,B00004642,Cash,Success,32.49
P00004156,B00004644,Cash,Success,28.2
P00004157,B00004645,Mastercard,Success,23.27
P00004158,B00004646,PayNow,Success,29.22
P00004159,B00004647,Mastercard,Success,51.68
P00004164,B00004652,Cash,Success,36.99
P00004165,B00004653,Cash,Success,40.46
P00004166,B00004655,PayNow,Success,24.03
P00004169,B00004658,Visa,Success,10.8
P00004174,B00004664,PayNow,Success,40.71
P00004176,B00004666,Cash,Success,14.26
P00004177,B00004667,Visa,Success,18.74
P00004178,B00004669,Visa,Success,33.82
P00004183,B00004675,Mastercard,Success,77.54
P00004185,B00004678,Cash,Success,21.91
P00004187,B00004680,Cash,Success,13.32
P00004189,B00004682,Visa,Success,27.02
P00004193,B00004686,Cash,Success,49.41
P00004195,B00004688,Mastercard,Success,56.52
P00004197,B00004690,Cash,Success,11.17
P00004198,B00004691,Cash,Success,8.46
P00004199,B00004692,Visa,Failed,25.79
P00004201,B00004694,Visa,Success,22.07
P00004204,B00004697,PayNow,Success,30.84
P00004207,B00004701,Cash,Success,69.24
P00004208,B00004702,Mastercard,Success,15.25
P00004209,B00004703,Visa,Success,35.33
P00004210,B00004704,Visa,Success,24.62
P00004213,B00004707,PayNow,Success,32.75
P00004216,B00004710,Cash,Success,36.73
P00004217,B00004711,Cash,Success,16.99
P00004221,B00004717,Visa,Success,35.84
P00004222,B00004718,Cash,Success,16.19
P00004223,B00004719,Mastercard,Success,44.99
P00004224,B00004720,Visa,Success,19.99
P00004225,B00004721,Cash,Success,72.65
P00004226,B00004722,Mastercard,Success,44.24
P00004227,B00004723,Mastercard,Success,24.08
P00004228,B00004724,Mastercard,Success,27.48
P00004230,B00004726,Mastercard,Success,16.13
P00004235,B00004732,Cash,Success,60.0
P00004238,B00004735,PayNow,Success,8.5
P00004242,B00004739,Mastercard,Success,16.8
P00004243,B00004740,Visa,Success,41.06
P00004247,B00004744,PayNow,Success,14.06
P00004248,B00004745,Visa,Success,28.96
P00004251,B00004748,Visa,Success,24.77
P00004257,B00004755,Mastercard,Success,28.94
P00004258,B00004756,Cash,Success,31.08
P00004260,B00004759,Mastercard,Success,34.93
P00004264,B00004763,PayNow,Success,45.2
P00004269,B00004768,Visa,Success,12.96
P00004271,B00004770,Cash,Success,26.21
P00004274,B00004774,PayNow,Success,26.57
P00004275,B00004775,PayNow,Refunded,76.66
P00004276,B00004776,PayNow,Success,38.35
P00004277,B00004779,Visa,Success,33.0
P00004278,B00004780,PayNow,Success,22.37
P00004279,B00004781,Visa,Success,42.17
P00004281,B00004783,Cash,Success,23.2
P00004283,B00004785,Visa,Success,76.63
P00004287,B00004789,Mastercard,Success,7.38
P00004288,B00004790,Mastercard,Success,77.18
P00004291,B00004793,Visa,Success,40.7
P00004292,B00004794,PayNow,Success,73.39
P00004293,B00004795,Mastercard,Success,30.92
P00004294,B00004796,PayNow,Success,44.82
P00004295,B00004797,Cash,Success,25.04
P00004296,B00004798,Visa,Success,52.54
P00004299,B00004801,Cash,Success,53.18
P00004300,B00004802,Visa,Success,29.52
P00004301,B00004803,Visa,Success,15.52
P00004303,B00004805,PayNow,Success,44.83
P00004305,B00004807,PayNow,Success,52.16
P00004309,B00004811,Mastercard,Success,33.8
P00004310,B00004813,Mastercard,Success,38.03
P00004312,B00004815,Visa,Success,52.06
P00004314,B00004817,Cash,Success,42.91
P00004316,B00004819,Mastercard,Success,16.55
P00004317,B00004820,Visa,Success,11.43
P00004319,B00004822,Visa,Success,45.17
P00004320,B00004823,Visa,Success,31.79
P00004325,B00004829,Mastercard,Success,7.83
P00004328,B00004834,Mastercard,Refunded,39.08
P00004329,B00004835,Visa,Success,30.71
P00004330,B00004836,Visa,Success,11.06
P00004331,B00004837,PayNow,Success,22.15
P00004335,B00004842,PayNow,Refunded,44.46
P00004339,B00004847,PayNow,Success,11.48
P00004342,B00004850,Cash,Success,23.08
P00004346,B00004854,Cash,Success,18.01
P00004348,B00004856,Mastercard,Success,30.85
P00004349,B00004857,Cash,Success,25.13
P00004350,B00004858,Cash,Success,14.53
P00004353,B00004861,Mastercard,Success,18.47
P00004357,B00004865,Cash,Success,37.03
P00004367,B00004875,PayNow,Success,13.99
P00004369,B00004877,Cash,Success,33.54
P00004372,B00004880,Visa,Success,23.04
P00004373,B00004881,Cash,Success,39.08
P00004374,B00004882,Visa,Success,33.02
P00004376,B00004884,Cash,Success,37.56
P00004377,B00004885,Cash,Success,21.44
P00004378,B00004886,Mastercard,Success,11.0
P00004381,B00004890,Mastercard,Success,14.67
P00004382,B00004891,Mastercard,Success,28.73
P00004386,B00004896,Cash,Failed,33.94
P00004387,B00004897,Mastercard,Success,34.97
P00004388,B00004898,Mastercard,Success,11.11
P00004390,B00004900,Cash,Success,30.36
P00004391,B00004901,Cash,Success,46.73
P00004394,B00004904,Mastercard,Success,44.87
P00004398,B00004908,Mastercard,Success,67.87
P00004399,B00004910,PayNow,Success,35.65
P00004400,B00004911,Cash,Success,18.85
P00004401,B00004912,PayNow,Success,9.07
P00004404,B00004915,Visa,Success,54.29
P00004408,B00004919,Cash,Success,24.94
P00004409,B00004920,PayNow,Success,11.34
P00004410,B00004921,Mastercard,Success,26.37
P00004414,B00004925,PayNow,Success,30.38
P00004415,B00004926,PayNow,Success,23.82
P00004416,B00004927,Visa,Success,35.5
P00004418,B00004929,Visa,Success,42.53
P00004419,B00004930,Mastercard,Success,6.05
P00004421,B00004932,Cash,Success,43.24
P00004422,B00004933,Mastercard,Success,75.22
P00004426,B00004938,Mastercard,Success,31.44
P00004428,B00004940,Mastercard,Success,23.83
P00004429,B00004942,Visa,Success,49.46
P00004430,B00004943,PayNow,Failed,18.77
P00004432,B00004945,Visa,Success,55.7
P00004435,B00004948,Visa,Success,42.62
P00004436,B00004949,Visa,Success,29.99
P00004439,B00004955,PayNow,Success,23.0
P00004445,B00004961,PayNow,Success,18.44
P00004446,B00004962,Cash,Success,8.44
P00004447,B00004963,Mastercard,Success,25.3
P00004449,B00004965,Cash,Success,15.68
P00004451,B00004967,PayNow,Success,52.3
P00004452,B00004968,Mastercard,Success,31.48
P00004454,B00004970,Mastercard,Success,41.13
P00004458,B00004974,PayNow,Success,58.07
P00004461,B00004977,Visa,Success,34.94
P00004462,B00004978,Mastercard,Success,38.7
P00004463,B00004979,Cash,Success,33.32
P00004464,B00004980,Visa,Success,42.75
P00004467,B00004983,Visa,Success,52.42
P00004468,B00004984,PayNow,Success,37.25
P00004470,B00004986,Visa,Success,24.4
P00004473,B00004989,Mastercard,Success,6.72
P00004474,B00004990,PayNow,Success,53.8
P00004477,B00004993,PayNow,Success,59.26
P00004478,B00004994,PayNow,Success,32.49
P00004479,B00004995,Cash,Success,32.36
P00004480,B00004996,Visa,Failed,53.06
P00004481,B00004997,Cash,Success,57.83
P00004482,B00004998,Visa,Success,33.28
P00004486,B00005002,PayNow,Refunded,74.04
P00004487,B00005003,Cash,Success,73.8
P00004490,B00005006,Visa,Success,24.23
P00004492,B00005008,Mastercard,Success,13.9
P00004493,B00005009,Mastercard,Success,5.74
P00004495,B00005011,Cash,Success,43.66
P00004496,B00005012,Visa,Success,23.28
P00004497,B00005013,Mastercard,Success,6.36
P00004499,B00005015,Mastercard,Success,39.2
P00004500,B00005016,Cash,Success,24.97
P00004505,B00005022,PayNow,Success,18.43
P00004507,B00005025,Mastercard,Success,24.55
P00004509,B00005029,Visa,Success,11.76
P00004516,B00005036,Mastercard,Success,25.2
P00004517,B00005037,PayNow,Success,40.74
P00004518,B00005038,Visa,Success,50.69
P00004521,B00005041,PayNow,Success,37.43
P00004522,B00005042,PayNow,Success,29.68
P00004523,B00005043,Visa,Success,8.58
P00004524,B00005044,Visa,Success,26.28
P00004525,B00005046,PayNow,Success,7.98
P00004527,B00005048,Mastercard,Success,71.42
P00004528,B00005049,Visa,Success,11.82
P00004530,B00005051,Mastercard,Success,19.88
P00004535,B00005056,PayNow,Success,45.67
P00004536,B00005057,Visa,Success,51.46
P00004538,B00005060,Mastercard,Refunded,17.74
P00004539,B00005061,Visa,Success,49.34
P00004542,B00005064,Cash,Success,7.96
P00004544,B00005067,Visa,Success,29.74
P00004545,B00005068,Cash,Success,29.56
P00004546,B00005069,PayNow,Success,55.63
P00004547,B00005070,Mastercard,Success,39.73
P00004548,B00005071,Cash,Success,50.62
P00004549,B00005073,Cash,Success,69.91
P00004551,B00005075,Mastercard,Success,54.77
P00004554,B00005080,Cash,Success,26.46
P00004555,B00005081,PayNow,Success,37.53
P00004557,B00005083,Mastercard,Success,44.82
P00004560,B00005086,PayNow,Success,15.88
P00004563,B00005089,Cash,Success,8.28
P00004568,B00005094,Visa,Success,27.53
P00004572,B00005099,Mastercard,Success,45.65
P00004573,B00005100,Cash,Success,34.88
P00004574,B00005101,PayNow,Success,46.27
P00004575,B00005102,PayNow,Success,31.31
P00004576,B00005103,Cash,Success,14.48
P00004577,B00005104,Cash,Success,32.77
P00004579,B00005107,Visa,Success,12.21
P00004583,B00005112,Cash,Success,28.82
P00004586,B00005115,PayNow,Failed,51.82
P00004588,B00005117,Visa,Success,41.56
P00004589,B00005118,Visa,Success,31.68
P00004593,B00005122,PayNow,Success,46.55
P00004596,B00005125,Cash,Success,18.12
P00004597,B00005126,Visa,Success,67.22
P00004599,B00005128,Cash,Success,22.24
P00004600,B00005129,Mastercard,Success,26.16
P00004604,B00005133,Visa,Success,38.0
P00004605,B00005135,Visa,Success,49.25
P00004607,B00005137,Cash,Success,20.29
P00004608,B00005138,PayNow,Success,20.69
P00004609,B00005139,Cash,Success,29.59
P00004611,B00005141,PayNow,Success,38.64
P00004614,B00005144,Visa,Success,18.89
P00004617,B00005147,Cash,Success,19.83
P00004620,B00005150,Mastercard,Success,29.19
P00004622,B00005152,PayNow,Success,7.25
P00004627,B00005158,Visa,Success,33.12
P00004628,B00005159,Visa,Success,25.63
P00004629,B00005160,Cash,Success,23.59
P00004633,B00005165,PayNow,Success,15.73
P00004635,B00005167,Cash,Success,14.62
P00004637,B00005169,Cash,Success,57.08
P00004639,B00005171,PayNow,Success,43.43
P00004644,B00005176,Cash,Success,27.29
P00004645,B00005177,Cash,Success,30.64
P00004647,B00005180,PayNow,Success,74.62
P00004650,B00005183,Mastercard,Success,68.64
P00004651,B00005184,Visa,Success,13.03
P00004652,B00005185,Visa,Success,23.02
P00004654,B00005187,Visa,Success,21.58
P00004655,B00005188,PayNow,Success,69.86
P00004656,B00005189,PayNow,Success,58.5
P00004657,B00005190,Visa,Success,13.36
P00004658,B00005191,Cash,Success,32.45
P00004660,B00005193,Cash,Success,13.27
P00004663,B00005198,Cash,Success,44.14
P00004665,B00005200,Visa,Success,8.83
P00004666,B00005201,Visa,Success,18.16
P00004668,B00005203,Cash,Success,48.1
P00004669,B00005205,PayNow,Success,10.46
P00004670,B00005206,Visa,Success,13.93
P00004671,B00005207,PayNow,Success,15.86
P00004673,B00005209,Mastercard,Success,47.74
P00004674,B00005210,PayNow,Success,21.98
P00004675,B00005211,Visa,Success,49.25
P00004676,B00005212,Mastercard,Success,30.9
P00004678,B00005214,Mastercard,Success,48.31
P00004679,B00005215,Mastercard,Success,25.91
P00004681,B00005217,Cash,Success,49.18
P00004682,B00005218,Mastercard,Success,54.27
P00004684,B00005221,Cash,Success,8.22
P00004685,B00005222,PayNow,Success,30.18
P00004688,B00005226,Mastercard,Success,21.31
P00004689,B00005228,Visa,Success,22.22
P00004690,B00005229,PayNow,Success,33.16
P00004691,B00005230,Cash,Success,40.74
P00004692,B00005231,Visa,Success,55.75
P00004695,B00005235,Visa,Failed,39.07
P00004702,B00005243,Cash,Success,22.78
P00004703,B00005244,Visa,Success,25.43
P00004705,B00005246,PayNow,Success,22.56
P00004706,B00005247,PayNow,Failed,16.6
P00004707,B00005248,Mastercard,Success,8.63
P00004709,B00005250,Mastercard,Success,37.03
P00004712,B00005253,Visa,Success,29.9
P00004717,B00005258,PayNow,Success,32.54
P00004719,B00005260,Cash,Success,33.01
P00004720,B00005261,Cash,Success,30.6
P00004724,B00005265,Cash,Success,45.54
P00004725,B00005266,PayNow,Success,17.83
P00004727,B00005268,PayNow,Success,29.38
P00004730,B00005271,Mastercard,Success,16.27
P00004733,B00005274,Cash,Success,9.95
P00004734,B00005275,Cash,Success,67.92
P00004735,B00005276,Cash,Success,32.8
P00004738,B00005279,Visa,Success,58.39
P00004741,B00005282,PayNow,Success,8.71
P00004742,B00005283,PayNow,Success,30.01
P00004743,B00005284,Cash,Success,24.96
P00004747,B00005288,Mastercard,Success,30.0
P00004750,B00005291,PayNow,Success,21.6
P00004751,B00005292,Visa,Success,18.65
P00004753,B00005294,Visa,Success,43.72
P00004756,B00005298,Cash,Success,66.74
P00004760,B00005302,Cash,Success,11.8
P00004761,B00005303,Visa,Success,37.27
P00004768,B00005310,Visa,Success,25.99
P00004770,B00005312,PayNow,Success,12.54
P00004772,B00005314,Visa,Success,77.57
P00004777,B00005320,PayNow,Success,35.12
P00004779,B00005322,Visa,Success,61.73
P00004780,B00005323,Mastercard,Success,72.24
P00004782,B00005326,Mastercard,Success,47.54
P00004783,B00005327,PayNow,Success,40.02
P00004784,B00005328,PayNow,Success,33.2
P00004785,B00005329,Cash,Success,36.89
P00004788,B00005332,PayNow,Failed,77.14
P00004791,B00005335,Cash,Success,21.97
P00004792,B00005336,PayNow,Success,16.18
P00004794,B00005339,PayNow,Failed,39.46
P00004795,B00005340,Mastercard,Success,34.58
P00004797,B00005342,Mastercard,Success,13.22
P00004799,B00005345,Mastercard,Success,12.94
P00004800,B00005346,Visa,Success,12.26
P00004801,B00005347,Visa,Success,18.47
P00004804,B00005350,PayNow,Success,30.41
P00004805,B00005351,Visa,Success,25.01
P00004806,B00005352,Mastercard,Success,13.75
P00004807,B00005353,Visa,Success,17.96
P00004808,B00005354,Mastercard,Success,5.94
P00004809,B00005355,Visa,Refunded,18.37
P00004810,B00005356,Cash,Success,37.31
P00004815,B00005362,Cash,Success,39.31
P00004816,B00005364,Mastercard,Success,7.69
P00004818,B00005366,PayNow,Success,18.62
P00004819,B00005367,Visa,Success,39.98
P00004823,B00005371,PayNow,Success,35.72
P00004825,B00005373,Cash,Success,32.72
P00004827,B00005378,PayNow,Success,29.27
P00004830,B00005382,Visa,Success,28.26
P00004831,B00005383,PayNow,Success,30.8
P00004832,B00005384,Mastercard,Success,20.19
P00004833,B00005385,PayNow,Success,13.32
P00004834,B00005386,Cash,Success,36.19
P00004837,B00005389,Visa,Success,16.22
P00004838,B00005390,Mastercard,Success,13.06
P00004841,B00005393,PayNow,Success,13.54
P00004842,B00005394,Cash,Success,60.72
P00004843,B00005395,Mastercard,Success,34.56
P00004845,B00005397,Cash,Success,20.07
P00004847,B00005399,PayNow,Success,44.54
P00004848,B00005400,Mastercard,Success,28.4
P00004850,B00005402,Visa,Success,35.66
P00004852,B00005404,Visa,Success,43.57
