driver_id,total_trips,total_revenue,average_rating
D06779,7,274.04,2.0
D05923,12,274.04,3.0
D00669,9,274.03,2.5
D09214,12,274.01,3.5
D04486,10,273.97,4.0
D09100,11,273.97,2.6666666666666665
D06817,10,273.95,4.666666666666667
D00299,13,273.93,2.3333333333333335
D04760,10,273.92,3.0
D06392,9,273.91,3.8
D02160,7,273.89,4.0
D09662,9,273.87,3.6666666666666665
D04875,10,273.86,4.0
D09220,8,273.79999999999995,2.0
D03642,11,273.77,2.3333333333333335
D00661,8,273.69,1.3333333333333333
D03952,8,273.65,
D01796,8,273.64,2.0
D07707,11,273.61,4.5
D00546,9,273.61,5.0
D02052,8,273.6,3.0
D00061,8,273.58000000000004,2.5
D08564,10,273.55,2.5
D01382,8,273.54,4.0
D09084,10,273.53,4.0
D01887,7,273.46000000000004,3.5
D08449,11,273.46,
D05345,8,273.42,3.0
D09006,10,273.33000000000004,1.0
D07705,14,273.3,3.3333333333333335
D09573,9,273.28000000000003,3.3333333333333335
D00808,9,273.28,5.0
D02948,11,273.25,1.0
D00767,12,273.1700000000001,2.4
D05262,8,273.17,4.0
D06973,12,273.08,2.0
D08433,9,273.07,2.0
D08924,9,273.05,
D01531,10,273.04,3.5
D05933,9,273.02,3.0
D03154,12,272.94,3.3333333333333335
D05618,11,272.93000000000006,2.8
D08225,8,272.91999999999996,2.0
D09458,8,272.90000000000003,2.0
D07343,12,272.9,2.6666666666666665
D08858,7,272.88,3.0
D06674,8,272.84,2.25
D06636,8,272.79,2.0
D03685,11,272.78000000000003,3.2
D08378,11,272.78,4.0
D03119,9,272.78,3.0
D04635,12,272.76,4.333333333333333
D07640,11,272.76,5.0
D01386,9,272.75,1.5
D00269,12,272.72999999999996,3.2
D00481,10,272.72999999999996,3.0
D07801,9,272.72,4.333333333333333
D09375,8,272.7,2.6666666666666665
D05778,9,272.68,2.0
D08833,10,272.64,3.0
D00519,9,272.62,3.0
D00819,12,272.59000000000003,4.0
D01196,12,272.48,3.0
D06972,6,272.43999999999994,4.0
D02714,9,272.43,3.5
D02988,11,272.33000000000004,1.75
D02931,10,272.32,1.3333333333333333
D03753,13,272.21999999999997,3.6666666666666665
D01401,15,272.21000000000004,2.857142857142857
D05071,7,272.21,4.0
D03217,13,272.2,3.0
D02012,7,272.2,
D09777,10,272.2,2.5
D06228,9,272.19,2.0
D01287,12,272.18,4.6
D09565,10,272.16,2.75
D04259,10,272.15999999999997,2.5
D08646,10,272.13,3.0
D04509,9,272.12,
D09167,9,272.08,3.25
D05318,8,272.04999999999995,3.6666666666666665
D06804,10,272.03,3.75
D04676,11,272.02,2.0
D00782,8,272.02,4.333333333333333
D07150,9,272.01,2.0
D07086,7,271.95,3.25
D09880,12,271.94,3.0
D06349,8,271.91,3.0
D02024,9,271.90999999999997,3.3333333333333335
D06828,9,271.9,3.0
D00965,13,271.88,3.0
D01220,8,271.86,3.0
D01370,10,271.83000000000004,1.5
D02619,9,271.82,1.0
D08344,10,271.81,3.3333333333333335
D01683,11,271.79,2.0
D08934,10,271.78000000000003,2.6
D03957,12,271.78000000000003,2.6666666666666665
D05920,10,271.78,3.0
D07264,11,271.74,3.6666666666666665
D04268,12,271.70000000000005,3.0
D09957,9,271.67,4.5
D00246,10,271.65999999999997,2.0
D00345,13,271.62,2.6666666666666665
D00730,10,271.61,1.0
D04798,10,271.49,2.5
D01109,12,271.49,4.0
D02975,13,271.49,2.8
D02498,10,271.49,2.5
D09634,9,271.49,3.5
D06679,10,271.47999999999996,2.5
D00159,10,271.46000000000004,3.0
D05895,9,271.40000000000003,3.0
D06078,10,271.4,3.5
D08311,10,271.35,2.25
D00968,10,271.32,3.5
D00090,8,271.29,2.25
D03027,11,271.28,4.25
D04506,9,271.26,4.4
D07484,7,271.24,3.0
D00836,12,271.18000000000006,3.0
D09906,13,271.17,2.4
D06683,10,271.16,4.5
D00999,10,271.11,3.0
D09785,8,271.08,2.0
D06514,9,271.08,3.6666666666666665
D01759,9,271.03000000000003,3.2
D05290,10,271.0,2.0
D06133,10,271.0,2.5
D09747,10,271.0,3.8
D07240,8,270.95,5.0
D09633,9,270.92999999999995,2.5
D01448,12,270.92,2.6
D06602,12,270.90999999999997,3.6666666666666665
D03680,9,270.85,4.0
D09753,10,270.84000000000003,5.0
D02947,8,270.74,2.0
D03020,9,270.7,2.6666666666666665
D02970,12,270.66,3.0
D08090,9,270.65000000000003,3.0
D02369,10,270.64,2.0
D03681,9,270.63,2.6666666666666665
D06808,13,270.61,1.6666666666666667
D02312,12,270.57,5.0
D06289,8,270.56,3.0
D00650,8,270.53,2.75
D00585,12,270.53,3.3333333333333335
D07168,7,270.49,3.0
D00163,9,270.42,3.5
D04406,13,270.39,1.75
D04469,9,270.35,3.0
D04938,11,270.34000000000003,2.25
D06702,11,270.33000000000004,4.0
D01773,12,270.33,2.5
D06387,7,270.24,2.5
D02835,8,270.21,2.0
D08837,12,270.2,2.0
D08969,8,270.19,2.0
D05119,9,270.17,2.0
D04229,8,270.13,4.5
D07896,8,270.1,3.0
D07015,12,270.1,4.666666666666667
D05457,7,270.09999999999997,1.8
D04746,9,270.06,5.0
D05565,7,269.98,5.0
D02291,10,269.97,3.5
D01843,9,269.96000000000004,3.7142857142857144
D00712,8,269.96,2.0
D01873,10,269.95,2.75
D06642,9,269.93,2.0
D00332,13,269.93,4.25
D00116,9,269.90999999999997,3.5
D07723,11,269.85,4.5
D02046,9,269.84000000000003,4.0
D03945,12,269.82,3.5
D09245,7,269.81,2.3333333333333335
D06942,8,269.80999999999995,3.0
D04047,12,269.8,4.5
D00751,11,269.79,2.25
D01149,13,269.79,
D00261,9,269.79,3.2
D07543,9,269.77,2.5
D01986,11,269.65,4.0
D06234,9,269.65,2.3333333333333335
D09890,8,269.63,1.6666666666666667
D02879,13,269.61,3.0
D06255,8,269.57,3.0
D01270,8,269.53999999999996,2.3333333333333335
D04500,7,269.52,1.3333333333333333
D01943,9,269.52,3.3333333333333335
D02140,10,269.5,2.0
D08432,12,269.5,2.5
D03777,11,269.5,3.6666666666666665
D06509,11,269.49,2.8333333333333335
D02223,9,269.49,3.0
D04243,9,269.46,3.5
D09997,9,269.41,3.6666666666666665
D04338,11,269.35,3.5714285714285716
D01051,6,269.34,3.5
D00001,9,269.33000000000004,2.6666666666666665
D03633,11,269.3,4.0
D05699,7,269.28999999999996,3.5
D04690,11,269.28,2.857142857142857
D07835,8,269.27000000000004,3.6
D09512,10,269.26,2.0
D02208,10,269.25,4.0
D09135,9,269.21,3.0
D08672,9,269.21,3.0
D05570,8,269.15000000000003,4.0
D09701,9,269.15,3.5
D05745,10,269.14,3.25
D04123,11,269.14,3.0
D00981,8,269.12,2.0
D02026,12,269.12,3.3333333333333335
D02779,9,269.11,3.0
D03453,7,269.11,2.6666666666666665
D02181,11,269.09000000000003,2.0
D01108,9,269.01,4.0
D07610,11,268.97,2.0
D06744,11,268.93,3.6666666666666665
D00885,11,268.93,2.0
D09586,10,268.91,2.75
D00238,11,268.85,1.5
D03291,9,268.83000000000004,4.0
D04601,8,268.82,5.0
D00757,11,268.75,3.5
D08434,11,268.63,2.6666666666666665
D04091,9,268.59,4.0
D02735,11,268.43,2.3333333333333335
D07049,8,268.43,3.5
D00668,9,268.36,
D05180,9,268.35,4.0
D04188,8,268.31,2.1666666666666665
D05085,11,268.25,4.0
D08133,12,268.25,4.2
D07869,11,268.25,2.6666666666666665
D05513,13,268.25,1.5
D03676,10,268.25,2.5
D08486,9,268.22,3.5
D05948,12,268.15999999999997,3.0
D05557,10,268.06,3.0
D06873,11,268.06,1.0
D03991,8,268.05999999999995,3.5
D04997,11,268.03999999999996,3.6666666666666665
D05420,11,267.99,3.3333333333333335
D08000,7,267.97999999999996,2.75
D08733,12,267.95,1.5
D08015,12,267.90999999999997,3.3333333333333335
D04077,9,267.9,2.8
D02333,11,267.88,1.6666666666666667
D03245,11,267.86999999999995,4.0
D06704,14,267.81,2.5
D09034,7,267.74,
D01429,9,267.72999999999996,3.3333333333333335
D06307,10,267.72,3.5
D03591,9,267.71000000000004,2.6666666666666665
D00735,7,267.69,3.0
D08961,12,267.65,3.4
D07880,10,267.64,3.25
D09381,12,267.61,3.0
D00548,8,267.61,3.3333333333333335
D09616,8,267.60999999999996,2.0
D00558,9,267.6,3.75
D01461,10,267.6,1.5
D09949,7,267.59999999999997,1.5
D01785,9,267.59000000000003,4.0
D00147,10,267.58,3.3333333333333335
D08343,12,267.57,3.0
D00181,12,267.56,3.5
D07516,11,267.54999999999995,4.0
D01670,8,267.54,3.6
D08931,10,267.53000000000003,2.75
D01201,9,267.53,
D09538,5,267.53,4.0
D07526,9,267.5,1.5
D05424,12,267.46,2.25
D07783,8,267.45,1.0
D04793,10,267.44000000000005,4.333333333333333
D08941,11,267.44,1.0
D07966,8,267.37,2.6666666666666665
D00550,10,267.37,5.0
D06546,13,267.34000000000003,2.75
D05278,10,267.34,3.4
D09759,10,267.34,3.3333333333333335
D03156,8,267.29999999999995,5.0
D01651,8,267.28000000000003,1.5
D01006,10,267.27,2.75
D00180,9,267.24,4.333333333333333
D07876,10,267.21000000000004,2.3333333333333335
D06586,10,267.2,2.8333333333333335
D02732,9,267.16,3.0
D05829,5,267.15999999999997,2.6666666666666665
D07818,11,267.08,3.6
D06254,6,267.01,1.0
D07748,10,266.99,2.0
D05648,9,266.96999999999997,4.0
D08372,8,266.96999999999997,2.5
D01255,8,266.95,2.5
D02279,8,266.90000000000003,2.5
D09141,10,266.87,4.0
D06200,13,266.78999999999996,3.75
D03580,9,266.77,2.5
D03369,11,266.76,4.2
D00692,7,266.7,5.0
D04057,7,266.65999999999997,1.0
D06913,11,266.59999999999997,3.0
D03780,9,266.59999999999997,2.8
D00241,8,266.59,4.0
D03337,7,266.55,2.0
D06566,9,266.54,1.0
D06222,8,266.51,3.6666666666666665
D04170,8,266.43,2.0
D05370,9,266.41,5.0
D03074,9,266.38,4.25
D01797,10,266.37,4.0
D08695,10,266.36,3.0
D01374,10,266.32,2.6
D02298,11,266.31,4.0
D03940,10,266.24,4.0
D07822,11,266.23,2.3333333333333335
D00504,12,266.23,2.857142857142857
D01375,9,266.20000000000005,1.3333333333333333
D00761,10,266.14,3.0
D02230,10,266.11,2.6666666666666665
D07917,9,266.09,3.0
D07529,7,266.08,4.5
D01946,12,266.06,
D07505,10,266.06,4.0
D03703,10,266.04,3.6666666666666665
D02798,9,266.03000000000003,2.8333333333333335
D04627,10,266.02,1.0
D00882,8,266.01,3.0
D05407,13,266.0,2.0
D09969,8,265.98,3.0
D06579,9,265.96,3.5
D06488,7,265.95,4.666666666666667
D03430,8,265.95,2.0
D00301,13,265.95,3.4
D05374,9,265.90999999999997,5.0
D05432,11,265.88,2.5
D02968,10,265.85,2.4
D09677,13,265.84999999999997,
D00448,8,265.81,
D09950,9,265.79999999999995,4.0
D03347,11,265.74,1.6666666666666667
D02270,12,265.72,2.5
D07575,14,265.72,4.333333333333333
D07651,14,265.72,2.6666666666666665
D09611,8,265.71000000000004,1.0
D09060,10,265.59999999999997,2.4
D01992,7,265.59000000000003,5.0
D02101,10,265.54,2.0
D00351,7,265.53,3.0
D01341,9,265.52,4.0
D02892,7,265.44,3.25
D07348,11,265.43999999999994,4.0
D07838,8,265.36999999999995,2.75
D07074,9,265.33,2.5
D02725,12,265.28999999999996,3.5
D06884,11,265.28,2.5
D06350,7,265.28,3.0
D01561,9,265.27,3.0
D05495,7,265.26000000000005,2.6
D06809,8,265.26,3.3333333333333335
D07540,9,265.26,2.5
D06948,11,265.24,2.3333333333333335
D02630,8,265.21000000000004,3.0
D06310,9,265.18,2.3333333333333335
D01909,8,265.08,4.0
D00929,7,265.03999999999996,3.0
D09722,12,264.99,2.6666666666666665
D01397,10,264.9,2.5
D08293,10,264.88,2.3333333333333335
D05554,10,264.87,5.0
D08507,9,264.84999999999997,3.0
D04109,8,264.83,3.0
D01357,9,264.81,1.6666666666666667
D09108,7,264.79999999999995,3.0
D06758,9,264.79,2.25
D03283,10,264.74,
D06550,8,264.71,3.5
D00474,9,264.71,1.5
D00656,9,264.7,3.0
D01755,13,264.65,3.3333333333333335
D06610,7,264.61,5.0
D04154,11,264.61,2.6666666666666665
D07758,11,264.6,2.75
D09628,8,264.57,4.0
D06584,10,264.55,3.1666666666666665
D05966,9,264.53,2.0
D06678,9,264.52,3.75
D01816,12,264.51,2.75
D01641,8,264.5,2.6666666666666665
D04360,9,264.46999999999997,2.3333333333333335
D03380,10,264.46,3.75
D03343,10,264.46,3.8
D00420,9,264.44000000000005,2.5
D08286,11,264.44,3.0
D08942,10,264.39,3.0
D03035,7,264.32,4.0
D06785,8,264.28000000000003,2.2
D03831,9,264.24,3.5
D05784,10,264.19,3.2
D02917,6,264.18,1.0
D09550,11,264.16999999999996,2.0
D07151,9,264.14,2.25
D00627,8,264.04999999999995,
D05182,11,264.03,2.0
D09719,7,264.01,
D06110,11,264.0,2.0
D06016,8,264.0,1.6666666666666667
D00483,12,263.99,2.5
D01197,8,263.92,3.6666666666666665
D02810,6,263.89,4.0
D00124,10,263.83,1.0
D04441,8,263.8,2.0
D01940,8,263.78,3.3333333333333335
D07242,6,263.77,3.0
D00189,13,263.71000000000004,2.4285714285714284
D05243,9,263.71,3.25
D03308,13,263.7,2.5
D04450,10,263.66,3.6
D01896,10,263.66,4.0
D03019,13,263.65,3.3333333333333335
D02436,9,263.63,1.5
D00737,9,263.59000000000003,2.6666666666666665
D02750,13,263.53,1.3333333333333333
D01548,11,263.53,3.0
D02474,10,263.47999999999996,4.333333333333333
D07460,12,263.41999999999996,3.75
D06663,10,263.41999999999996,2.5
D03911,8,263.41999999999996,2.3333333333333335
D06071,11,263.35999999999996,4.0
D05101,9,263.33000000000004,4.5
D08073,10,263.22,2.6666666666666665
D04331,7,263.21,
D01747,11,263.14,3.0
D05334,9,263.13,3.6666666666666665
D00654,10,263.09000000000003,1.0
D08897,12,263.03000000000003,2.5
D06339,7,263.02,3.5
D00568,9,263.01,2.25
D02200,10,262.96999999999997,1.5
D05746,8,262.94,2.25
D05231,8,262.86,2.2
D01686,9,262.85,2.5
D05141,11,262.84000000000003,1.3333333333333333
D09080,10,262.78,2.0
D09255,10,262.77000000000004,1.0
D06122,8,262.77,1.3333333333333333
D00340,10,262.77,2.5
D06741,7,262.73,3.0
D00675,10,262.66,3.5
D02178,11,262.64000000000004,3.0
D01748,9,262.63,2.5
D06038,8,262.61,2.0
D02897,9,262.53,4.25
D07688,9,262.52000000000004,5.0
D03578,12,262.47,3.5
D01981,7,262.44,2.5
D00391,8,262.44,3.6666666666666665
D01570,13,262.38,2.0
D01225,10,262.37,2.7142857142857144
D01951,12,262.33,2.5
D00097,9,262.33,3.0
D05162,8,262.32000000000005,3.0
D01720,12,262.31000000000006,3.0
D03646,8,262.21000000000004,3.0
D04302,9,262.2,2.0
D05425,12,262.19,2.875
D00214,9,262.15999999999997,1.5
D05419,10,262.1,1.8
D00285,10,262.09,2.75
D01703,11,262.08,3.0
D09946,9,262.03999999999996,2.5
D01980,7,262.01,
D07782,9,262.01,4.0
D05792,7,262.01,1.0
D04908,12,262.0,3.5
D09037,11,261.99,2.75
D07238,11,261.98,3.3333333333333335
D02109,9,261.97,3.0
D01396,8,261.96999999999997,2.0
D07124,11,261.95000000000005,1.6666666666666667
D03969,9,261.94,2.6666666666666665
D08593,11,261.87,3.142857142857143
D03285,7,261.86,1.0
D01542,11,261.81,1.6666666666666667
D02768,9,261.79,3.75
D05053,12,261.78,2.25
D08009,10,261.76,3.0
D07260,8,261.73999999999995,3.6666666666666665
D06944,8,261.57,3.3333333333333335
D07714,11,261.53999999999996,2.6
D05387,10,261.52,2.3333333333333335
D02041,8,261.49,1.25
D08534,10,261.45,3.0
D05411,12,261.44,2.0
D07044,9,261.42,2.0
D09277,10,261.39,1.5
D02053,12,261.31,3.3333333333333335
D08405,10,261.29,2.75
D04296,6,261.2,3.0
D07756,10,261.19,3.0
D07116,11,261.17,3.0
D00758,9,261.1,2.6666666666666665
D09697,7,261.1,4.0
D05134,11,261.06,3.6666666666666665
D00439,13,261.02,1.5
D03248,11,261.01,4.0
D04922,11,260.98,2.8
D02137,8,260.96999999999997,4.0
D03958,11,260.9599999999999,3.25
D03625,9,260.95,2.75
D09866,8,260.94,2.3333333333333335
D03825,10,260.93,2.6
D09357,10,260.93,4.5
D09249,10,260.89000000000004,3.75
D00832,11,260.88,4.0
D04282,8,260.82,1.5
D09316,8,260.78000000000003,3.25
D07853,10,260.75,3.0
D05766,11,260.7,3.0
D04795,10,260.64,3.3333333333333335
D05939,11,260.63,3.5
D06725,12,260.61,2.4
D02632,8,260.61,1.0
D00571,9,260.59,3.0
D02123,12,260.51,
D09483,8,260.49,3.0
D03947,10,260.46,4.0
D01544,8,260.43,1.3333333333333333
D05642,12,260.41999999999996,4.8
D02167,8,260.4,4.0
D05056,9,260.38,3.5
D03344,11,260.38,2.5
D09343,10,260.36,1.0
D08557,9,260.34,3.5
D08139,12,260.32,2.6
D05893,10,260.3,2.5
D09477,11,260.2,2.0
D03439,8,260.2,2.5
D04604,9,260.2,3.6666666666666665
D05782,10,260.2,3.3333333333333335
D09993,10,260.16,3.0
D08762,11,260.16,3.6666666666666665
D01258,9,260.14,3.0
D05635,12,260.12,3.5
D00952,9,260.12,2.0
D04887,9,260.07,2.75
D06334,11,259.99,2.8333333333333335
D05108,9,259.97999999999996,2.6
D06267,11,259.9,3.2
D08748,8,259.85,1.6666666666666667
D02869,12,259.77,3.6
D06952,10,259.75,4.0
D06527,10,259.74,4.5
D01078,7,259.73,3.5
D06425,12,259.70000000000005,3.2
D08032,11,259.7,3.6666666666666665
D03458,11,259.69,4.0
D09921,9,259.66,1.0
D00718,9,259.65,2.4
D00586,9,259.64,2.6666666666666665
D05946,10,259.59000000000003,2.5
D07842,9,259.57000000000005,1.3333333333333333
D09235,10,259.56,1.0
D08836,9,259.52,2.0
D02656,9,259.52,3.0
D07345,8,259.5,3.6666666666666665
D09349,12,259.38,4.0
D05928,10,259.36,3.0
D03179,8,259.33000000000004,3.75
D02118,9,259.31,3.0
D06827,11,259.28,2.2
D05681,10,259.23,2.0
D08351,6,259.2,2.0
D09243,10,259.19,3.0
D08436,11,259.14000000000004,2.75
D05687,13,259.05999999999995,3.142857142857143
D03460,11,259.01,3.0
D03586,7,259.01,2.0
D04272,9,258.94,3.0
D08279,13,258.94,3.0
D07227,9,258.91,2.25
D09371,10,258.86,3.8
D05921,9,258.86,3.5
D00907,9,258.83,2.3333333333333335
D06572,7,258.82,1.3333333333333333
D04773,9,258.8,2.3333333333333335
D06478,12,258.79,3.5
D01945,9,258.78999999999996,5.0
D09036,9,258.78,4.0
D06537,10,258.76,4.0
D01152,11,258.75,3.0
D03293,9,258.75,5.0
D07747,10,258.69,3.5
D00551,9,258.69,5.0
D04771,9,258.68,1.0
D01296,6,258.65999999999997,3.25
D00987,9,258.65,4.0
D06000,11,258.61,2.0
D09433,12,258.59999999999997,2.0
D07406,12,258.59000000000003,3.5
D00211,10,258.55,3.5
D02731,10,258.48999999999995,4.0
D01620,8,258.47999999999996,1.0
D02190,8,258.46999999999997,2.0
D08887,9,258.44,3.0
D03635,10,258.39,3.3333333333333335
D04653,11,258.38,3.0
D08974,9,258.3,2.6666666666666665
D06748,11,258.28,3.5
D03101,9,258.26,
D04244,8,258.15,3.25
D07942,7,258.14000000000004,2.5
D01441,9,258.13,1.8
D01117,10,258.12,3.3333333333333335
D04785,12,258.11,1.0
D00401,8,258.07,3.3333333333333335
D08255,11,258.05,3.5
D05256,10,258.02,3.0
D08799,7,258.01,4.0
D07030,9,257.89000000000004,3.0
D06165,11,257.89,3.25
D05273,7,257.86,3.3333333333333335
D02072,6,257.83,3.4
D07257,9,257.81,2.5
D00176,8,257.76,2.5
D06084,8,257.76,5.0
D05295,9,257.75,2.25
D08031,8,257.69,3.5
D02450,8,257.67,4.0
D06019,7,257.66999999999996,1.5
D04136,10,257.64000000000004,3.5
D01321,10,257.55,4.0
D08945,10,257.55,3.0
D06703,9,257.53999999999996,4.0
D07974,10,257.49,3.5
D01568,11,257.44,3.0
D03830,10,257.4,3.0
D04079,9,257.39,2.2
D07084,8,257.39,2.0
D03422,9,257.38,3.0
D05520,12,257.37,3.6666666666666665
D04270,12,257.35999999999996,2.25
D02306,10,257.32000000000005,5.0
D01333,8,257.29999999999995,2.5
D06024,8,257.26,3.0
D05067,11,257.25,1.4
D03085,12,257.25,2.5
D02134,9,257.19,4.666666666666667
D06728,11,257.18,3.0
D08077,10,257.09999999999997,2.3333333333333335
D02129,6,257.05,2.6666666666666665
D02776,12,257.03,3.25
D06649,9,257.01,2.5
D01958,12,257.01,3.3333333333333335
D00418,10,256.98999999999995,3.75
D08209,8,256.94,3.0
D04896,11,256.94,4.333333333333333
D09387,10,256.93,3.2
D01315,8,256.89,1.5
D06822,13,256.87,1.6666666666666667
D06124,8,256.84000000000003,3.0
D06304,8,256.79,2.5714285714285716
D06689,8,256.69000000000005,2.5
D04336,8,256.66,2.3333333333333335
D07043,11,256.65999999999997,1.75
D08166,9,256.56,3.0
D07912,10,256.55999999999995,2.75
D07163,10,256.53000000000003,3.4
D01364,8,256.53,1.0
D01083,11,256.5,2.6
D05377,8,256.47,2.5
D06164,10,256.47,2.4
D05862,12,256.46999999999997,2.0
D07029,9,256.46999999999997,3.0
D06424,9,256.43,4.0
D09730,8,256.39,
D09193,8,256.38,1.5
D02080,7,256.36,2.5
D09514,11,256.36,3.75
D06932,11,256.31,5.0
D08854,8,256.30999999999995,4.5
D06275,7,256.29,4.0
D09560,10,256.28,4.0
D06889,9,256.26,1.8
D04443,9,256.23,3.0
D04631,10,256.18,2.4
D09156,9,256.09000000000003,1.6666666666666667
D05086,8,256.07,5.0
D09983,9,255.97,1.75
D00475,14,255.96,3.4
D05360,8,255.94000000000003,4.0
D07302,8,255.91000000000003,1.0
D08450,7,255.91,4.0
D00170,9,255.91,2.0
D00599,8,255.9,4.0
D03936,10,255.89,3.0
D07394,11,255.85,2.6
D07621,10,255.82,5.0
D02497,11,255.79999999999998,3.0
D05593,8,255.76,3.0
D02611,8,255.70999999999998,3.0
D01731,13,255.58,2.7142857142857144
D09574,11,255.56,4.0
D02295,9,255.50999999999996,3.4
D05786,9,255.43999999999997,3.25
D00953,10,255.41000000000003,1.0
D01730,9,255.41,3.5
D07315,7,255.39999999999998,2.5
D02500,8,255.39000000000001,4.333333333333333
D06685,8,255.36,3.3333333333333335
D06336,8,255.35999999999999,
D05063,11,255.34000000000003,3.0
D01952,11,255.34,3.6
D01994,8,255.26,2.3333333333333335
D01588,9,255.24,1.5
D05844,11,255.24,2.0
D00316,9,255.05,3.25
D00433,10,255.01000000000002,
D08057,11,254.98000000000002,2.0
D00209,9,254.96999999999997,2.6666666666666665
D05060,10,254.92000000000002,2.2
D07862,9,254.76999999999998,1.0
D05470,12,254.68,3.5
D06715,7,254.66999999999996,4.0
D04352,9,254.64999999999998,1.75
D06338,9,254.62999999999997,1.25
D00731,11,254.62000000000003,2.5
D06938,9,254.55999999999997,3.0
D04594,11,254.53999999999996,3.4
D05838,8,254.48,1.0
D06707,9,254.42000000000002,3.0
D01490,7,254.41000000000003,2.0
D03619,7,254.37000000000003,3.5
D07994,11,254.35000000000002,3.5
D04752,9,254.32999999999998,4.75
D01595,6,254.26,2.8
D04299,10,254.24,3.75
D09790,12,254.23999999999998,1.0
D04671,9,254.22000000000003,5.0
D07131,11,254.2,3.2
D08756,10,254.14999999999998,4.0
D08095,11,254.14,3.0
D09767,8,254.13,3.8
D08473,9,254.11,3.25
D01141,8,254.06,1.5
D05644,6,254.04,4.0
D09059,12,254.01,3.0
D08559,13,254.0,2.2
D09137,10,253.96000000000004,2.0
D04075,10,253.81000000000006,3.0
D03304,10,253.79999999999998,4.5
D03492,8,253.78,3.5
D06995,8,253.76,3.0
D09281,8,253.75000000000003,3.0
D09532,10,253.73000000000002,3.3333333333333335
D01564,9,253.72000000000003,5.0
D01550,10,253.71999999999997,4.0
D05415,7,253.71,3.0
D06099,9,253.7,3.4
D01760,9,253.69,3.0
D09402,7,253.68,3.5
D06475,8,253.67999999999998,2.0
D02756,8,253.57,2.3333333333333335
D06903,11,253.54999999999998,2.6666666666666665
D09604,13,253.53999999999996,1.75
D01040,9,253.52,3.0
D08831,9,253.50000000000003,3.5
D06760,12,253.48000000000002,3.3333333333333335
D09456,9,253.46,4.0
D06306,7,253.4,3.5
D01235,8,253.23999999999998,4.0
D04214,10,253.23,3.5
D02741,8,253.22000000000003,3.0
D02569,6,253.22,2.0
D01322,10,253.21000000000004,4.0
D06882,11,253.16,2.8
D07080,10,253.11,3.3333333333333335
D08515,7,253.10999999999999,2.0
D00027,6,253.07999999999998,4.0
D01292,9,253.04000000000002,2.4
D01486,11,253.01999999999998,
D02816,7,252.99,4.0
D05198,11,252.92000000000002,4.0
D06403,10,252.85,3.6666666666666665
D05235,9,252.82,1.6666666666666667
D03055,7,252.78,2.0
D05121,9,252.78,3.75
D07272,12,252.74,1.75
D03286,8,252.62,2.5
D08716,11,252.59,3.3333333333333335
D07808,9,252.57999999999998,2.8
D06878,13,252.57999999999998,2.8
D08301,10,252.56000000000003,2.3333333333333335
D04327,7,252.56,2.0
D00202,13,252.55,3.0
D07089,7,252.54,4.0
D01003,8,252.52,2.3333333333333335
D01502,10,252.51,3.6
D02841,8,252.45,3.3333333333333335
D04145,10,252.42000000000002,3.0
D06191,7,252.35999999999999,2.5
D05433,8,252.33999999999997,4.0
D09445,9,252.32,3.0
D01298,10,252.27,2.4
D02765,9,252.24,2.0
D06620,7,252.23000000000002,3.0
D09542,10,252.15999999999997,4.0
D05805,9,252.09,4.0
D07983,10,252.05,2.75
D02353,8,252.02,5.0
D02025,13,252.01,3.0
D09344,7,251.99,3.3333333333333335
D03738,8,251.98000000000002,1.0
D07317,13,251.9,4.666666666666667
D03447,10,251.89,1.6666666666666667
D00015,9,251.85,3.3333333333333335
D00331,11,251.82000000000002,3.5
D04184,7,251.8,1.0
D03774,12,251.78,2.6666666666666665
D04546,8,251.64,4.333333333333333
D06279,12,251.63,3.5
D04913,9,251.51000000000002,3.6666666666666665
D03867,8,251.51000000000002,2.3333333333333335
D01025,10,251.48000000000002,1.0
D06179,9,251.45,4.142857142857143
D08281,7,251.45,5.0
D03368,8,251.40999999999997,2.3333333333333335
D04073,13,251.40000000000003,3.25
D08117,9,251.39999999999998,3.0
D08731,7,251.38,3.3333333333333335
D02667,11,251.34,3.6666666666666665
D01506,8,251.32,4.25
D03715,11,251.31,3.5
D00511,7,251.31,2.5
D08685,10,251.2,3.25
D02059,7,251.16000000000003,3.0
D07513,10,251.13,4.0
D05136,11,251.03000000000003,3.0
D02547,10,251.01000000000002,1.0
D05808,8,250.89,4.0
D01207,8,250.88,3.2
D08830,10,250.88,3.0
D08878,11,250.82,2.6
D03120,9,250.82,4.0
D09987,11,250.77999999999997,2.4
D06398,11,250.69000000000003,3.0
D09613,6,250.65,4.75
D05431,7,250.64000000000001,3.0
D01180,12,250.64,2.6666666666666665
D04480,12,250.56,3.6666666666666665
D06618,8,250.55999999999997,4.0
D02489,10,250.54000000000002,3.3333333333333335
D09908,7,250.48,3.25
D06992,7,250.46,3.6666666666666665
D08781,11,250.45,3.0
D08388,9,250.38,4.0
D00700,11,250.29999999999998,3.6666666666666665
D07368,13,250.27,3.25
D03606,10,250.26000000000002,2.0
D01756,10,250.23000000000002,2.5
D07916,6,250.17000000000002,5.0
D05245,8,250.16000000000003,3.0
D05900,11,250.16,2.75
D07658,12,250.16,3.6666666666666665
D06385,8,250.14,1.0
D05438,8,250.14,1.0
D03005,10,250.13,1.0
D01634,7,250.11,4.0
D05547,7,250.11,2.4285714285714284
